기준연월,행정동,업종대분류명,외지인 소비액(만원),현지인 소비액(만원)
202402,기장군,의료웰니스업,32130,2098
202402,남구,쇼핑업,707698,11685
202402,남구,숙박업,45282,5115
202402,남구,식음료업,897048,0
202402,남구,여가서비스업,77572,3900
202402,남구,여행업,3051,34
202402,남구,운송업,1110000,0
202402,남구,의료웰니스업,83816,4354
202402,동구,쇼핑업,1050000,17691
202402,동구,숙박업,49482,2694
202402,동구,식음료업,885885,0
202402,동구,여가서비스업,79260,105
202402,동구,여행업,29623,7
202402,동구,운송업,627448,45
202402,동구,의료웰니스업,47240,0
202402,동래구,쇼핑업,1230000,106037
202402,동래구,숙박업,126026,26526
202402,동래구,식음료업,1490000,0
202402,동래구,여가서비스업,86894,9232
202402,동래구,여행업,4696,1255
202402,동래구,운송업,525091,1414
202402,동래구,의료웰니스업,122263,4155
202402,부산진구,쇼핑업,3220000,573933
202402,부산진구,숙박업,163567,27569
202402,부산진구,식음료업,3350000,0
202402,부산진구,여가서비스업,203772,11051
202402,부산진구,여행업,18284,2426
202402,부산진구,운송업,314492,210
202402,부산진구,의료웰니스업,327526,0
202402,북구,쇼핑업,6920000,32786
202402,북구,숙박업,15665,5428
202402,북구,식음료업,694412,0
202402,북구,여가서비스업,46146,6131
202402,북구,여행업,1506,853
202402,북구,운송업,485423,279
202402,북구,의료웰니스업,52173,0
202402,사상구,쇼핑업,1170000,5643
202402,사상구,숙박업,27725,4529
202402,사상구,식음료업,892982,0
202402,사상구,여가서비스업,59115,2992
202402,사상구,여행업,502,27
202402,사상구,운송업,1390000,186
202402,사상구,의료웰니스업,48033,2311
202402,사하구,쇼핑업,664442,11684
202402,사하구,숙박업,12880,5392
202402,사하구,식음료업,737883,0
202402,사하구,여가서비스업,41492,6535
202402,사하구,여행업,501,0
202402,사하구,운송업,556074,487
202402,사하구,의료웰니스업,64781,0
202402,서구,쇼핑업,368447,745
202402,서구,숙박업,69888,7664
202402,서구,식음료업,453918,0
202402,서구,여가서비스업,62756,891
202402,서구,여행업,27,41
202402,서구,운송업,162412,0
202402,서구,의료웰니스업,20478,0
202402,수영구,쇼핑업,979051,3629
202402,수영구,숙박업,60476,7318
202402,수영구,식음료업,2150000,0
202402,수영구,여가서비스업,120261,4848
202402,수영구,여행업,1004,0
202402,수영구,운송업,238892,135
202402,수영구,의료웰니스업,90188,126
202402,연제구,쇼핑업,1610000,8368
202402,연제구,숙박업,17147,3419
202402,연제구,식음료업,1150000,0
202402,연제구,여가서비스업,60947,2956
202402,연제구,여행업,1153,0
202402,연제구,운송업,554593,0
202402,연제구,의료웰니스업,86294,0
202402,영도구,쇼핑업,188951,4127
202402,영도구,숙박업,22725,2447
202402,영도구,식음료업,423678,0
202402,영도구,여가서비스업,34431,2042
202402,영도구,여행업,1729,0
202402,영도구,운송업,68399,879
202402,영도구,의료웰니스업,16608,3306
202402,중구,쇼핑업,1480000,34838
202402,중구,숙박업,65277,2200
202402,중구,식음료업,1510000,0
202402,중구,여가서비스업,49599,990
202402,중구,여행업,30295,58
202402,중구,운송업,39624,0
202402,중구,의료웰니스업,84349,0
202402,해운대구,쇼핑업,9640000,4140000
202402,해운대구,숙박업,853654,175731
202402,해운대구,식음료업,2870000,0
202402,해운대구,여가서비스업,189415,33948
202402,해운대구,여행업,14286,1657
202402,해운대구,운송업,618501,500
202402,해운대구,의료웰니스업,183108,6108
202403,강서구,쇼핑업,1460000,25822
202403,강서구,숙박업,39836,5971
202403,강서구,식음료업,1170000,0
202403,강서구,여가서비스업,97439,7171
202403,강서구,여행업,2335,0
202403,강서구,운송업,4210000,6848
202403,강서구,의료웰니스업,43283,2876
202403,금정구,쇼핑업,885651,121708
202403,금정구,숙박업,13701,2545
202403,금정구,식음료업,1140000,0
202403,금정구,여가서비스업,147158,11853
202403,금정구,여행업,10208,0
202403,금정구,운송업,325386,0
202403,금정구,의료웰니스업,98611,8528
202403,기장군,쇼핑업,4630000,13743
202403,기장군,숙박업,330441,9224
202403,기장군,식음료업,1800000,0
202403,기장군,여가서비스업,348275,20463
202403,기장군,여행업,170,86
202403,기장군,운송업,792728,35
202403,기장군,의료웰니스업,38704,2958
202403,남구,쇼핑업,752150,11847
202403,남구,숙박업,119946,24497
202403,남구,식음료업,1040000,0
202403,남구,여가서비스업,93933,4163
202403,남구,여행업,4721,245
202403,남구,운송업,1230000,276
202403,남구,의료웰니스업,95233,5390
202403,동구,쇼핑업,1040000,30282
202403,동구,숙박업,49453,5116
202403,동구,식음료업,941889,0
202403,동구,여가서비스업,98562,187
202403,동구,여행업,44965,30
202403,동구,운송업,667300,31
202403,동구,의료웰니스업,48343,0
202403,동래구,쇼핑업,1400000,112325
202403,동래구,숙박업,108901,22332
202403,동래구,식음료업,1640000,0
202403,동래구,여가서비스업,94791,9810
202403,동래구,여행업,4331,691
202403,동래구,운송업,519506,238
202403,동래구,의료웰니스업,123446,5038
202403,부산진구,쇼핑업,3510000,628086
202403,부산진구,숙박업,158244,17027
202403,부산진구,식음료업,3540000,0
202403,부산진구,여가서비스업,193519,11044
202403,부산진구,여행업,33836,4350
202403,부산진구,운송업,340069,42
202403,부산진구,의료웰니스업,390385,0
202403,북구,쇼핑업,7630000,48887
202403,북구,숙박업,17782,6164
202403,북구,식음료업,737543,0
202403,북구,여가서비스업,43653,7767
202403,북구,운송업,536579,69
202403,북구,의료웰니스업,53974,0
202403,사상구,쇼핑업,1210000,6733
202403,사상구,숙박업,26640,5713
202403,사상구,식음료업,1010000,0
202403,사상구,여가서비스업,66965,3926
202403,사상구,여행업,273,0
202403,사상구,운송업,1410000,238
202403,사상구,의료웰니스업,60738,1219
202403,사하구,쇼핑업,673889,9529
202403,사하구,숙박업,15335,4696
202403,사하구,식음료업,814736,0
202403,사하구,여가서비스업,49764,7392
202403,사하구,여행업,2232,358
202403,사하구,운송업,594636,169
202403,사하구,의료웰니스업,61320,0
202403,서구,쇼핑업,357577,1907
202403,서구,숙박업,59251,4893
202403,서구,식음료업,511343,0
202403,서구,여가서비스업,73924,901
202403,서구,여행업,3782,1033
202403,서구,운송업,192863,69
202403,서구,의료웰니스업,26179,0
202403,수영구,쇼핑업,966543,4419
202403,수영구,숙박업,50025,5429
202403,수영구,식음료업,2250000,0
202403,수영구,여가서비스업,119089,903
202403,수영구,여행업,117,0
202403,수영구,운송업,259130,0
202403,수영구,의료웰니스업,107366,67
202403,연제구,쇼핑업,1810000,11703
202403,연제구,숙박업,20682,3690
202403,연제구,식음료업,1280000,0
202403,연제구,여가서비스업,61879,2824
202403,연제구,운송업,611816,0
202403,연제구,의료웰니스업,100912,0
202403,영도구,쇼핑업,218509,3177
202403,영도구,숙박업,33614,1934
202403,영도구,식음료업,483962,0
202403,영도구,여가서비스업,38573,2180
202403,영도구,여행업,146,0
202403,영도구,운송업,74176,952
202403,영도구,의료웰니스업,19132,4028
202403,중구,쇼핑업,1480000,41834
202403,중구,숙박업,65631,2290
202403,중구,식음료업,1560000,0
202403,중구,여가서비스업,50107,1261
202403,중구,여행업,35828,0
202403,중구,운송업,38156,0
202403,중구,의료웰니스업,101216,0
202403,해운대구,쇼핑업,10400000,4390000
202403,해운대구,숙박업,717474,109461
202403,해운대구,식음료업,2850000,0
202403,해운대구,여가서비스업,181466,48686
202403,해운대구,여행업,16435,260
202403,해운대구,운송업,673954,307
202403,해운대구,의료웰니스업,207721,5025
202404,강서구,쇼핑업,1410000,28101
202404,강서구,숙박업,31925,4290
202404,강서구,식음료업,1100000,0
202404,강서구,여가서비스업,102745,7339
202404,강서구,여행업,819,0
202404,강서구,운송업,4070000,6304
202404,강서구,의료웰니스업,37147,2177
202404,금정구,쇼핑업,805989,108621
202404,금정구,숙박업,11529,2735
202404,금정구,식음료업,1050000,0
202404,금정구,여가서비스업,124868,10797
202404,금정구,여행업,8989,0
202404,금정구,운송업,314747,279
202404,금정구,의료웰니스업,77428,6601
202404,기장군,쇼핑업,4100000,19272
202404,기장군,숙박업,328500,8477
202404,기장군,식음료업,1690000,0
202404,기장군,여가서비스업,352620,21545
202404,기장군,여행업,42,39
202404,기장군,운송업,712704,167
202404,기장군,의료웰니스업,34033,3235
202404,남구,쇼핑업,681717,10803
202404,남구,숙박업,94023,8682
202404,남구,식음료업,976267,0
202404,남구,여가서비스업,92151,4094
202404,남구,여행업,3690,851
202404,남구,운송업,1180000,64
202404,남구,의료웰니스업,84616,4518
202404,동구,쇼핑업,986650,28900
202404,동구,숙박업,45508,3599
202404,동구,식음료업,872495,0
202404,동구,여가서비스업,100776,104
202404,동구,여행업,42425,0
202404,동구,운송업,648482,632
202404,동구,의료웰니스업,47753,0
202404,동래구,쇼핑업,1190000,105880
202404,동래구,숙박업,107717,24529
202404,동래구,식음료업,1580000,0
202404,동래구,여가서비스업,84533,8254
202404,동래구,여행업,3674,2401
202404,동래구,운송업,526464,226
202404,동래구,의료웰니스업,114983,4399
202404,부산진구,쇼핑업,3200000,641447
202404,부산진구,숙박업,118488,13970
202404,부산진구,식음료업,3210000,0
202404,부산진구,여가서비스업,166473,9678
202404,부산진구,여행업,29481,1938
202404,부산진구,운송업,323466,476
202404,부산진구,의료웰니스업,333202,0
202404,북구,쇼핑업,6660000,48293
202404,북구,숙박업,13654,6037
202404,북구,식음료업,682558,0
202404,북구,여가서비스업,52299,7421
202404,북구,운송업,504845,182
202404,북구,의료웰니스업,43949,0
202404,사상구,쇼핑업,1060000,5315
202404,사상구,숙박업,22064,4358
202404,사상구,식음료업,957303,0
202404,사상구,여가서비스업,63145,3146
202404,사상구,여행업,1427,0
202404,사상구,운송업,1300000,261
202404,사상구,의료웰니스업,49961,1236
202404,사하구,쇼핑업,632649,14809
202404,사하구,숙박업,15704,5113
202404,사하구,식음료업,765597,0
202404,사하구,여가서비스업,38574,6382
202404,사하구,여행업,4606,1592
202404,사하구,운송업,572056,327
202404,사하구,의료웰니스업,53862,0
202404,서구,쇼핑업,357643,2716
202404,서구,숙박업,57029,2461
202404,서구,식음료업,484724,0
202404,서구,여가서비스업,55796,1014
202404,서구,여행업,1203,19
202404,서구,운송업,185395,0
202404,서구,의료웰니스업,23910,0
202404,수영구,쇼핑업,903275,4754
202404,수영구,숙박업,53001,4659
202404,수영구,식음료업,2120000,0
202404,수영구,여가서비스업,111343,3280
202404,수영구,여행업,456,0
202404,수영구,운송업,243133,426
202404,수영구,의료웰니스업,90176,89
202404,연제구,쇼핑업,1560000,11586
202404,연제구,숙박업,17932,3388
202404,연제구,식음료업,1180000,0
202404,연제구,여가서비스업,55105,2428
202404,연제구,여행업,3249,0
202404,연제구,운송업,656392,0
202404,연제구,의료웰니스업,79500,0
202404,영도구,쇼핑업,178557,6439
202404,영도구,숙박업,27524,2155
202404,영도구,식음료업,436072,0
202404,영도구,여가서비스업,32236,1455
202404,영도구,여행업,450,0
202404,영도구,운송업,76115,797
202404,영도구,의료웰니스업,13822,3280
202404,중구,쇼핑업,1380000,40994
202404,중구,숙박업,61898,1456
202404,중구,식음료업,1460000,0
202404,중구,여가서비스업,40259,823
202404,중구,여행업,31919,0
202404,중구,운송업,39885,0
202404,중구,의료웰니스업,88588,0
202404,해운대구,쇼핑업,9590000,4440000
202404,해운대구,숙박업,762275,73515
202404,해운대구,식음료업,2690000,0
202404,해운대구,여가서비스업,164161,26181
202404,해운대구,여행업,4213,15
202404,해운대구,운송업,675519,116
202404,해운대구,의료웰니스업,180969,4807
202405,강서구,쇼핑업,1510000,27188
202405,강서구,숙박업,39019,4650
202405,강서구,식음료업,1220000,0
202405,강서구,여가서비스업,116313,8107
202405,강서구,여행업,280,0
202405,강서구,운송업,4300000,11029
202405,강서구,의료웰니스업,36488,1939
202405,금정구,쇼핑업,847170,108235
202405,금정구,숙박업,12786,3127
202405,금정구,식음료업,1240000,0
202405,금정구,여가서비스업,168862,16785
202405,금정구,여행업,13723,0
202405,금정구,운송업,351900,451
202405,금정구,의료웰니스업,82894,8003
202405,기장군,쇼핑업,4440000,20991
202405,기장군,숙박업,469067,14456
202405,기장군,식음료업,2020000,0
202405,기장군,여가서비스업,443865,24769
202405,기장군,여행업,143,79
202405,기장군,운송업,824762,0
202405,기장군,의료웰니스업,38443,2102
202405,남구,쇼핑업,747508,15115
202405,남구,숙박업,103534,4673
202405,남구,식음료업,1070000,0
202405,남구,여가서비스업,105011,4299
202405,남구,여행업,4074,0
202405,남구,운송업,1200000,0
202405,남구,의료웰니스업,88765,14933
202405,동구,쇼핑업,1110000,24618
202405,동구,숙박업,56467,2559
202405,동구,식음료업,970747,0
202405,동구,여가서비스업,100174,180
202405,동구,여행업,34939,107
202405,동구,운송업,671428,0
202405,동구,의료웰니스업,52209,0
202405,동래구,쇼핑업,1350000,115851
202405,동래구,숙박업,106192,30836
202405,동래구,식음료업,1760000,0
202405,동래구,여가서비스업,86523,8539
202405,동래구,여행업,7486,3451
202405,동래구,운송업,566432,620
202405,동래구,의료웰니스업,132087,4529
202405,부산진구,쇼핑업,3560000,666723
202405,부산진구,숙박업,161738,14233
202405,부산진구,식음료업,3630000,0
202405,부산진구,여가서비스업,193018,10823
202405,부산진구,여행업,31616,4895
202405,부산진구,운송업,351007,163
202405,부산진구,의료웰니스업,382261,0
202405,북구,쇼핑업,7270000,48000
202405,북구,숙박업,13397,6306
202405,북구,식음료업,769519,0
202405,북구,여가서비스업,44425,6761
202405,북구,여행업,581,0
202405,북구,운송업,530620,119
202405,북구,의료웰니스업,52391,0
202405,사상구,쇼핑업,1160000,10169
202405,사상구,숙박업,27314,5472
202405,사상구,식음료업,1060000,0
202405,사상구,여가서비스업,66486,3701
202405,사상구,여행업,547,0
202405,사상구,운송업,1430000,990
202405,사상구,의료웰니스업,57706,1266
202405,사하구,쇼핑업,684775,17390
202405,사하구,숙박업,17991,6544
202405,사하구,식음료업,881995,0
202405,사하구,여가서비스업,44843,6268
202405,사하구,여행업,1721,0
202405,사하구,운송업,783676,232
202405,사하구,의료웰니스업,65260,0
202405,서구,쇼핑업,384744,2435
202405,서구,숙박업,60797,2772
202405,서구,식음료업,561570,0
202405,서구,여가서비스업,79455,1461
202405,서구,여행업,1410,1323
202405,서구,운송업,211642,166
202405,서구,의료웰니스업,25090,0
202405,수영구,쇼핑업,1040000,4531
202405,수영구,숙박업,67226,5476
202405,수영구,식음료업,2450000,0
202405,수영구,여가서비스업,120025,1280
202405,수영구,여행업,0,0
202405,수영구,운송업,261319,0
202405,수영구,의료웰니스업,110584,63
202405,연제구,쇼핑업,1790000,10636
202405,연제구,숙박업,21381,4382
202405,연제구,식음료업,1320000,0
202405,연제구,여가서비스업,60072,3737
202405,연제구,여행업,2192,200
202405,연제구,운송업,736681,202
202405,연제구,의료웰니스업,96899,0
202405,영도구,쇼핑업,203437,4987
202405,영도구,숙박업,29434,1314
202405,영도구,식음료업,512538,0
202405,영도구,여가서비스업,44718,1889
202405,영도구,여행업,80,4
202405,영도구,운송업,81745,1157
202405,영도구,의료웰니스업,16529,3634
202405,중구,쇼핑업,1530000,39772
202405,중구,숙박업,67651,1793
202405,중구,식음료업,1640000,0
202405,중구,여가서비스업,46463,1075
202405,중구,여행업,33673,0
202405,중구,운송업,41136,0
202405,중구,의료웰니스업,93683,0
202405,해운대구,쇼핑업,9970000,4330000
202405,해운대구,숙박업,801392,89792
202405,해운대구,식음료업,3140000,0
202405,해운대구,여가서비스업,212984,31976
202405,해운대구,여행업,6105,0
202405,해운대구,운송업,738984,1376
202405,해운대구,의료웰니스업,210023,3979
202406,강서구,쇼핑업,1480000,26732
202406,강서구,숙박업,34993,6024
202406,강서구,식음료업,1140000,0
202406,강서구,여가서비스업,106437,7385
202406,강서구,여행업,393,0
202406,강서구,운송업,3990000,10130
202406,강서구,의료웰니스업,37572,1833
202406,금정구,쇼핑업,778431,96328
202406,금정구,숙박업,10235,2721
202406,금정구,식음료업,1090000,0
202406,금정구,여가서비스업,155629,16383
202406,금정구,여행업,2275,58
202406,금정구,운송업,322332,0
202406,금정구,의료웰니스업,90837,6967
202406,기장군,쇼핑업,3800000,18379
202406,기장군,숙박업,414361,11632
202406,기장군,식음료업,1820000,0
202406,기장군,여가서비스업,401929,24735
202406,기장군,여행업,1655,73
202406,기장군,운송업,769907,54
202406,기장군,의료웰니스업,38534,3093
202406,남구,쇼핑업,784635,9135
202406,남구,숙박업,79069,5587
202406,남구,식음료업,1000000,0
202406,남구,여가서비스업,97616,4568
202406,남구,여행업,4540,0
202406,남구,운송업,1100000,0
202406,남구,의료웰니스업,88442,9421
202406,동구,쇼핑업,992084,26599
202406,동구,숙박업,55365,2649
202406,동구,식음료업,973627,0
202406,동구,여가서비스업,91943,247
202406,동구,여행업,30207,2832
202406,동구,운송업,663440,33
202406,동구,의료웰니스업,51495,0
202406,동래구,쇼핑업,1410000,123922
202406,동래구,숙박업,95761,32228
202406,동래구,식음료업,1690000,0
202406,동래구,여가서비스업,86381,7066
202406,동래구,여행업,1680,0
202406,동래구,운송업,487084,229
202406,동래구,의료웰니스업,120027,5145
202406,부산진구,쇼핑업,2980000,491585
202406,부산진구,숙박업,170545,16460
202406,부산진구,식음료업,3470000,0
202406,부산진구,여가서비스업,192013,11058
202406,부산진구,여행업,26589,3358
202406,부산진구,운송업,333577,726
202406,부산진구,의료웰니스업,366108,0
202406,북구,쇼핑업,7060000,44465
202406,북구,숙박업,13811,6457
202406,북구,식음료업,710507,0
202406,북구,여가서비스업,38143,6637
202406,북구,운송업,494795,46
202406,북구,의료웰니스업,55438,0
202406,사상구,쇼핑업,1060000,6941
202406,사상구,숙박업,25614,5137
202406,사상구,식음료업,972491,0
202406,사상구,여가서비스업,61488,2601
202406,사상구,여행업,230,148
202406,사상구,운송업,1400000,607
202406,사상구,의료웰니스업,49407,1494
202406,사하구,쇼핑업,649712,10805
202406,사하구,숙박업,16476,6851
202406,사하구,식음료업,803094,0
202406,사하구,여가서비스업,50803,6393
202406,사하구,여행업,4551,0
202406,사하구,운송업,708165,0
202406,사하구,의료웰니스업,66191,4
202406,서구,쇼핑업,374091,2092
202406,서구,숙박업,62345,2557
202406,서구,식음료업,528416,0
202406,서구,여가서비스업,68067,933
202406,서구,여행업,683,28
202406,서구,운송업,206505,0
202406,서구,의료웰니스업,28169,0
202406,수영구,쇼핑업,650380,3877
202406,수영구,숙박업,78744,8281
202406,수영구,식음료업,2360000,0
202406,수영구,여가서비스업,116015,1099
202406,수영구,운송업,256524,0
202406,수영구,의료웰니스업,107498,50
202406,연제구,쇼핑업,1750000,8855
202406,연제구,숙박업,17933,3343
202406,연제구,식음료업,1290000,0
202406,연제구,여가서비스업,56743,3303
202406,연제구,운송업,720134,46
202406,연제구,의료웰니스업,107760,0
202406,영도구,쇼핑업,209525,3852
202406,영도구,숙박업,25673,1768
202406,영도구,식음료업,471708,0
202406,영도구,여가서비스업,33509,1065
202406,영도구,여행업,50,0
202406,영도구,운송업,81226,818
202406,영도구,의료웰니스업,17239,2653
202406,중구,쇼핑업,1530000,44016
202406,중구,숙박업,61825,1537
202406,중구,식음료업,1520000,0
202406,중구,여가서비스업,41205,1195
202406,중구,여행업,19307,0
202406,중구,운송업,42757,0
202406,중구,의료웰니스업,100071,0
202406,해운대구,쇼핑업,9530000,4610000
202406,해운대구,숙박업,728255,90723
202406,해운대구,식음료업,3120000,0
202406,해운대구,여가서비스업,210983,35474
202406,해운대구,여행업,3638,329
202406,해운대구,운송업,681090,185
202406,해운대구,의료웰니스업,213756,4744
202407,강서구,쇼핑업,1470000,23783
202407,강서구,숙박업,44268,7248
202407,강서구,식음료업,1150000,0
202407,강서구,여가서비스업,95767,7408
202407,강서구,여행업,3589,0
202407,강서구,운송업,4430000,8201
202407,강서구,의료웰니스업,37268,1864
202407,금정구,쇼핑업,752939,89822
202407,금정구,숙박업,10409,3473
202407,금정구,식음료업,1010000,0
202407,금정구,여가서비스업,144116,15185
202407,금정구,여행업,8284,146
202407,금정구,운송업,338970,278
202407,금정구,의료웰니스업,86464,10661
202407,기장군,쇼핑업,3330000,14232
202407,기장군,숙박업,496125,10887
202407,기장군,식음료업,1870000,0
202407,기장군,여가서비스업,313951,21130
202407,기장군,여행업,2346,66
202407,기장군,운송업,866541,55
202407,기장군,의료웰니스업,47054,2416
202407,남구,쇼핑업,773489,9450
202407,남구,숙박업,55730,4450
202407,남구,식음료업,972734,0
202407,남구,여가서비스업,92996,4824
202407,남구,여행업,4353,0
202407,남구,운송업,1190000,0
202407,남구,의료웰니스업,90212,3680
202407,동구,쇼핑업,805479,6220
202407,동구,숙박업,53747,2882
202407,동구,식음료업,978459,0
202407,동구,여가서비스업,69089,11
202407,동구,여행업,77289,58
202407,동구,운송업,716394,85
202407,동구,의료웰니스업,54619,0
202407,동래구,쇼핑업,1290000,94106
202407,동래구,숙박업,96519,23862
202407,동래구,식음료업,1630000,0
202407,동래구,여가서비스업,91414,7509
202407,동래구,여행업,3538,0
202407,동래구,운송업,524953,504
202407,동래구,의료웰니스업,115860,4055
202407,부산진구,쇼핑업,2930000,479296
202407,부산진구,숙박업,180387,14711
202407,부산진구,식음료업,3470000,0
202407,부산진구,여가서비스업,190964,9573
202407,부산진구,여행업,28256,1688
202407,부산진구,운송업,318113,81
202407,부산진구,의료웰니스업,360346,0
202407,북구,쇼핑업,7140000,31399
202407,북구,숙박업,14823,7453
202407,북구,식음료업,707036,0
202407,북구,여가서비스업,38659,6269
202407,북구,여행업,1956,3964
202407,북구,운송업,510429,273
202407,북구,의료웰니스업,59291,0
202407,사상구,쇼핑업,1120000,6561
202407,사상구,숙박업,27077,6144
202407,사상구,식음료업,966903,0
202407,사상구,여가서비스업,60574,3031
202407,사상구,여행업,242,233
202407,사상구,운송업,1480000,580
202407,사상구,의료웰니스업,50035,1020
202407,사하구,쇼핑업,626284,8971
202407,사하구,숙박업,13178,5481
202407,사하구,식음료업,812773,0
202407,사하구,여가서비스업,39077,6628
202407,사하구,여행업,3475,141
202407,사하구,운송업,687189,0
202407,사하구,의료웰니스업,59101,4
202407,서구,쇼핑업,349872,1442
202407,서구,숙박업,66039,3721
202407,서구,식음료업,534951,0
202407,서구,여가서비스업,61407,1218
202407,서구,여행업,2598,69
202407,서구,운송업,230564,0
202407,서구,의료웰니스업,24685,0
202407,수영구,쇼핑업,662756,4104
202407,수영구,숙박업,68763,7485
202407,수영구,식음료업,2440000,0
202407,수영구,여가서비스업,112439,1522
202407,수영구,여행업,1656,0
202407,수영구,운송업,267978,40
202407,수영구,의료웰니스업,105695,12
202407,연제구,쇼핑업,1830000,10916
202407,연제구,숙박업,17331,4507
202407,연제구,식음료업,1270000,0
202407,연제구,여가서비스업,56379,2685
202407,연제구,여행업,5043,0
202407,연제구,운송업,715338,382
202407,연제구,의료웰니스업,98012,0
202407,영도구,쇼핑업,200873,3346
202407,영도구,숙박업,25657,2684
202407,영도구,식음료업,453444,0
202407,영도구,여가서비스업,46665,1730
202407,영도구,여행업,39,0
202407,영도구,운송업,81878,263
202407,영도구,의료웰니스업,16139,2981
202407,중구,쇼핑업,1450000,49137
202407,중구,숙박업,66931,1200
202407,중구,식음료업,1480000,0
202407,중구,여가서비스업,43625,917
202407,중구,여행업,47685,109
202407,중구,운송업,44333,0
202407,중구,의료웰니스업,84659,0
202407,해운대구,쇼핑업,9150000,4080000
202407,해운대구,숙박업,843489,106285
202407,해운대구,식음료업,3250000,0
202407,해운대구,여가서비스업,234098,42164
202407,해운대구,여행업,8300,209
202407,해운대구,운송업,731400,75
202407,해운대구,의료웰니스업,229981,4155
202408,강서구,쇼핑업,1510000,20130
202408,강서구,숙박업,50182,4900
202408,강서구,식음료업,1210000,0
202408,강서구,여가서비스업,105116,7862
202408,강서구,여행업,218,0
202408,강서구,운송업,4110000,7430
202408,강서구,의료웰니스업,37986,2291
202408,금정구,쇼핑업,781602,79683
202408,금정구,숙박업,13438,3801
202408,금정구,식음료업,1060000,0
202408,금정구,여가서비스업,163519,14515
202408,금정구,여행업,8851,114
202408,금정구,운송업,349357,0
202408,금정구,의료웰니스업,85209,7433
202408,기장군,쇼핑업,3460000,22358
202408,기장군,숙박업,604548,16082
202408,기장군,식음료업,2240000,0
202408,기장군,여가서비스업,324586,21384
202408,기장군,여행업,67,189
202408,기장군,운송업,927153,162
202408,기장군,의료웰니스업,49332,1544
202408,남구,쇼핑업,840457,10835
202408,남구,숙박업,75054,4191
202408,남구,식음료업,1030000,0
202408,남구,여가서비스업,88286,4489
202408,남구,여행업,6370,0
202408,남구,운송업,1180000,0
202408,남구,의료웰니스업,89879,2848
202408,동구,쇼핑업,883582,1021
202408,동구,숙박업,70703,2709
202408,동구,식음료업,1080000,0
202408,동구,여가서비스업,88835,143
202408,동구,여행업,39627,126
202408,동구,운송업,764708,0
202408,동구,의료웰니스업,52191,0
202408,동래구,쇼핑업,1420000,93303
202408,동래구,숙박업,107823,29316
202408,동래구,식음료업,1690000,0
202408,동래구,여가서비스업,91932,7156
202408,동래구,여행업,2255,1884
202408,동래구,운송업,561926,124
202408,동래구,의료웰니스업,118806,5143
202408,부산진구,쇼핑업,2950000,521770
202408,부산진구,숙박업,195525,12151
202408,부산진구,식음료업,3700000,0
202408,부산진구,여가서비스업,222309,11355
202408,부산진구,여행업,35247,2167
202408,부산진구,운송업,371114,486
202408,부산진구,의료웰니스업,371859,0
202408,북구,쇼핑업,7830000,24814
202408,북구,숙박업,16249,6776
202408,북구,식음료업,733664,0
202408,북구,여가서비스업,44584,5275
202408,북구,여행업,0,3056
202408,북구,운송업,519564,2
202408,북구,의료웰니스업,49321,0
202408,사상구,쇼핑업,1240000,6536
202408,사상구,숙박업,24712,7206
202408,사상구,식음료업,963294,0
202408,사상구,여가서비스업,59728,2956
202408,사상구,여행업,95,0
202408,사상구,운송업,1620000,576
202408,사상구,의료웰니스업,55590,1308
202408,사하구,쇼핑업,654279,8063
202408,사하구,숙박업,15211,4979
202408,사하구,식음료업,835341,0
202408,사하구,여가서비스업,46068,7051
202408,사하구,여행업,4670,3973
202408,사하구,운송업,736986,557
202408,사하구,의료웰니스업,52003,0
202408,서구,쇼핑업,361467,1201
202408,서구,숙박업,82515,3734
202408,서구,식음료업,585461,0
202408,서구,여가서비스업,84213,1166
202408,서구,여행업,5926,46
202408,서구,운송업,272024,0
202408,서구,의료웰니스업,26831,0
202408,수영구,쇼핑업,796012,6332
202408,수영구,숙박업,86424,7935
202408,수영구,식음료업,2880000,0
202408,수영구,여가서비스업,136779,1907
202408,수영구,여행업,1535,0
202408,수영구,운송업,294896,40
202408,수영구,의료웰니스업,115363,24
202408,연제구,쇼핑업,1990000,9417
202408,연제구,숙박업,19763,5189
202408,연제구,식음료업,1280000,0
202408,연제구,여가서비스업,56508,3045
202408,연제구,여행업,4385,0
202408,연제구,운송업,774234,118
202408,연제구,의료웰니스업,101602,0
202408,영도구,쇼핑업,207928,3362
202408,영도구,숙박업,29525,2032
202408,영도구,식음료업,534749,0
202408,영도구,여가서비스업,92035,2487
202408,영도구,여행업,1534,0
202408,영도구,운송업,89801,173
202408,영도구,의료웰니스업,14894,2248
202408,중구,쇼핑업,1520000,34432
202408,중구,숙박업,76470,1196
202408,중구,식음료업,1670000,0
202408,중구,여가서비스업,49749,1020
202408,중구,여행업,31043,57
202408,중구,운송업,43256,0
202408,중구,의료웰니스업,87197,0
202408,해운대구,쇼핑업,9400000,3720000
202408,해운대구,숙박업,1020000,114877
202408,해운대구,식음료업,3930000,0
202408,해운대구,여가서비스업,266503,38743
202408,해운대구,여행업,9562,224
202408,해운대구,운송업,875945,657
202408,해운대구,의료웰니스업,230900,3010
202409,강서구,쇼핑업,1500000,23199
202409,강서구,숙박업,32801,3484
202409,강서구,식음료업,1120000,0
202409,강서구,여가서비스업,100127,6867
202409,강서구,여행업,1861,0
202409,강서구,운송업,4120000,12388
202409,강서구,의료웰니스업,33994,2073
