연월,행정구,업종대분류,평균이용금액(만원),평균이용건수
202407,강서구,음식료품,1981,901
202407,강서구,의료휄니스업,5911,916
202407,금정구,비관광,1103,38
202407,금정구,쇼핑업,5750,1702
202407,금정구,여가서비스업,4495,917
202407,금정구,여행/숙박업,1141,400
202407,금정구,운송업,737,98
202407,금정구,음식/주점,7067,2465
202407,금정구,음식료품,1588,776
202407,금정구,의료휄니스업,5038,845
202407,기장군,비관광,3727,134
202407,기장군,쇼핑업,14648,3971
202407,기장군,여가서비스업,12029,1925
202407,기장군,여행/숙박업,2318,660
202407,기장군,운송업,2183,344
202407,기장군,음식/주점,15930,5193
202407,기장군,음식료품,3464,1452
202407,기장군,의료휄니스업,10589,1759
202407,남구,비관광,1403,56
202407,남구,쇼핑업,7379,2071
202407,남구,여가서비스업,6095,1106
202407,남구,여행/숙박업,1601,563
202407,남구,운송업,996,139
202407,남구,음식/주점,8422,2886
202407,남구,음식료품,1914,905
202407,남구,의료휄니스업,6811,991
202407,동구,비관광,378,14
202407,동구,쇼핑업,2969,922
202407,동구,여가서비스업,2474,502
202407,동구,여행/숙박업,659,325
202407,동구,운송업,312,56
202407,동구,음식/주점,3741,1272
202407,동구,음식료품,776,356
202407,동구,의료휄니스업,2728,448
202407,동래구,비관광,2527,88
202407,동래구,쇼핑업,9718,2744
202407,동래구,여가서비스업,7520,1483
202407,동래구,여행/숙박업,1800,688
202407,동래구,운송업,1065,166
202407,동래구,음식/주점,11655,3986
202407,동래구,음식료품,2672,1300
202407,동래구,의료휄니스업,9046,1378
202407,부산진구,비관광,1356,52
202407,부산진구,쇼핑업,8027,2454
202407,부산진구,여가서비스업,6150,1343
202407,부산진구,여행/숙박업,1643,732
202407,부산진구,운송업,895,144
202407,부산진구,음식/주점,9897,3394
202407,부산진구,음식료품,2156,1075
202407,부산진구,의료휄니스업,7199,1165
202407,북구,비관광,1731,64
202407,북구,쇼핑업,8589,2515
202407,북구,여가서비스업,7444,1482
202407,북구,여행/숙박업,1542,654
202407,북구,운송업,1288,168
202407,북구,음식/주점,10607,3565
202407,북구,음식료품,2650,1389
202407,북구,의료휄니스업,7695,1270
202407,사상구,비관광,1016,39
202407,사상구,쇼핑업,7016,2267
202407,사상구,여가서비스업,6066,1240
202407,사상구,여행/숙박업,1370,670
202407,사상구,운송업,1100,135
202407,사상구,음식/주점,9088,2946
202407,사상구,음식료품,2120,987
202407,사상구,의료휄니스업,6348,1121
202407,사하구,비관광,1389,49
202407,사하구,쇼핑업,7765,2448
202407,사하구,여가서비스업,6345,1288
202407,사하구,여행/숙박업,1515,720
202407,사하구,운송업,1015,140
202407,사하구,음식/주점,9745,3198
202407,사하구,음식료품,2186,1005
202407,사하구,의료휄니스업,7086,1267
202407,서구,비관광,532,17
202407,서구,쇼핑업,3345,966
202407,서구,여가서비스업,2861,532
202407,서구,여행/숙박업,738,381
202407,서구,운송업,357,49
202407,서구,음식/주점,4137,1365
202407,서구,음식료품,882,370
202407,서구,의료휄니스업,3386,520
202407,수영구,비관광,1391,50
202407,수영구,쇼핑업,8581,2456
202407,수영구,여가서비스업,6533,1229
202407,수영구,여행/숙박업,1723,628
202407,수영구,운송업,822,137
202407,수영구,음식/주점,10092,3495
202407,수영구,음식료품,2274,1069
202407,수영구,의료휄니스업,7679,1124
202407,연제구,비관광,1754,63
202407,연제구,쇼핑업,8183,2378
202407,연제구,여가서비스업,6336,1291
202407,연제구,여행/숙박업,1698,617
202407,연제구,운송업,905,145
202407,연제구,음식/주점,9998,3501
202407,연제구,음식료품,2337,1123
202407,연제구,의료휄니스업,7043,1161
202407,영도구,비관광,539,19
202407,영도구,쇼핑업,3734,1134
202407,영도구,여가서비스업,3117,617
202407,영도구,여행/숙박업,845,473
202407,영도구,운송업,395,68
202407,영도구,음식/주점,4972,1542
202407,영도구,음식료품,975,415
202407,영도구,의료휄니스업,3875,663
202407,중구,비관광,175,6
202407,중구,쇼핑업,1828,615
202407,중구,여가서비스업,1385,291
202407,중구,여행/숙박업,540,268
202407,중구,운송업,140,26
202407,중구,음식/주점,2452,828
202407,중구,음식료품,472,220
202407,중구,의료휄니스업,1697,282
202407,해운대구,비관광,2296,75
202407,해운대구,쇼핑업,11758,2770
202407,해운대구,여가서비스업,8497,1377
202407,해운대구,여행/숙박업,2342,689
202407,해운대구,운송업,1424,191
202407,해운대구,음식/주점,11464,3832
202407,해운대구,음식료품,2396,1113
202407,해운대구,의료휄니스업,9538,1276
202408,강서구,비관광,2554,82
202408,강서구,쇼핑업,8124,2174
202408,강서구,여가서비스업,6350,1035
202408,강서구,여행/숙박업,1467,348
202408,강서구,운송업,1418,143
202408,강서구,음식/주점,9218,3036
202408,강서구,음식료품,2239,951
202408,강서구,의료휄니스업,5914,902
202408,금정구,비관광,1171,35
202408,금정구,쇼핑업,5669,1706
202408,금정구,여가서비스업,3958,912
202408,금정구,여행/숙박업,1163,407
202408,금정구,운송업,658,100
202408,금정구,음식/주점,7322,2529
202408,금정구,음식료품,1722,794
202408,금정구,의료휄니스업,4824,826
202408,기장군,비관광,3649,127
202408,기장군,쇼핑업,14623,3985
202408,기장군,여가서비스업,10621,1951
202408,기장군,여행/숙박업,2273,684
202408,기장군,운송업,2250,357
202408,기장군,음식/주점,16769,5364
202408,기장군,음식료품,3523,1471
202408,기장군,의료휄니스업,10317,1745
202408,남구,비관광,1487,52
202408,남구,쇼핑업,7338,2085
202408,남구,여가서비스업,5545,1112
202408,남구,여행/숙박업,1578,567
202408,남구,운송업,930,143
202408,남구,음식/주점,8826,2975
202408,남구,음식료품,2095,942
202408,남구,의료휄니스업,6571,970
202408,동구,비관광,409,13
202408,동구,쇼핑업,3011,934
202408,동구,여가서비스업,2107,501
202408,동구,여행/숙박업,665,326
202408,동구,운송업,351,56
202408,동구,음식/주점,3863,1312
202408,동구,음식료품,842,376
202408,동구,의료휄니스업,2708,443
202408,동래구,비관광,2658,80
202408,동래구,쇼핑업,9635,2750
202408,동래구,여가서비스업,6578,1486
202408,동래구,여행/숙박업,1882,686
202408,동래구,운송업,1006,166
202408,동래구,음식/주점,12063,4075
202408,동래구,음식료품,2870,1349
202408,동래구,의료휄니스업,8861,1349
202408,부산진구,비관광,1359,48
202408,부산진구,쇼핑업,7903,2462
202408,부산진구,여가서비스업,5581,1353
202408,부산진구,여행/숙박업,1671,740
202408,부산진구,운송업,918,149
202408,부산진구,음식/주점,10271,3490
202408,부산진구,음식료품,2385,1134
202408,부산진구,의료휄니스업,7030,1145
202408,북구,비관광,1768,61
202408,북구,쇼핑업,8459,2520
202408,북구,여가서비스업,6662,1490
202408,북구,여행/숙박업,1580,659
202408,북구,운송업,1112,175
202408,북구,음식/주점,11126,3702
202408,북구,음식료품,2881,1434
202408,북구,의료휄니스업,7590,1253
202408,사상구,비관광,1080,37
202408,사상구,쇼핑업,6913,2274
202408,사상구,여가서비스업,5488,1244
202408,사상구,여행/숙박업,1360,678
202408,사상구,운송업,859,138
202408,사상구,음식/주점,9519,3064
202408,사상구,음식료품,2314,1030
202408,사상구,의료휄니스업,6261,1105
202408,사하구,비관광,1415,46
202408,사하구,쇼핑업,7670,2457
202408,사하구,여가서비스업,5703,1300
202408,사하구,여행/숙박업,1530,731
202408,사하구,운송업,1080,139
202408,사하구,음식/주점,10139,3319
202408,사하구,음식료품,2364,1028
202408,사하구,의료휄니스업,6931,1227
202408,서구,비관광,533,16
202408,서구,쇼핑업,3287,978
202408,서구,여가서비스업,2185,538
202408,서구,여행/숙박업,772,385
202408,서구,운송업,271,50
202408,서구,음식/주점,4326,1423
202408,서구,음식료품,940,391
202408,서구,의료휄니스업,3274,510
202408,수영구,비관광,1508,48
202408,수영구,쇼핑업,8665,2485
202408,수영구,여가서비스업,5580,1235
202408,수영구,여행/숙박업,1786,630
202408,수영구,운송업,951,142
202408,수영구,음식/주점,10431,3566
202408,수영구,음식료품,2387,1099
202408,수영구,의료휄니스업,7791,1100
202408,연제구,비관광,1862,59
202408,연제구,쇼핑업,8209,2397
202408,연제구,여가서비스업,5510,1299
202408,연제구,여행/숙박업,1620,624
202408,연제구,운송업,821,144
202408,연제구,음식/주점,10350,3596
202408,연제구,음식료품,2557,1171
202408,연제구,의료휄니스업,7074,1140
202408,영도구,비관광,514,16
202408,영도구,쇼핑업,3649,1147
202408,영도구,여가서비스업,2827,619
202408,영도구,여행/숙박업,871,485
202408,영도구,운송업,453,69
202408,영도구,음식/주점,5203,1591
202408,영도구,음식료품,1095,439
202408,영도구,의료휄니스업,3721,644
202408,중구,비관광,169,6
202408,중구,쇼핑업,1797,617
202408,중구,여가서비스업,1214,292
202408,중구,여행/숙박업,504,278
202408,중구,운송업,136,27
202408,중구,음식/주점,2555,857
202408,중구,음식료품,495,228
202408,중구,의료휄니스업,1614,268
202408,해운대구,비관광,2415,68
202408,해운대구,쇼핑업,11489,2762
202408,해운대구,여가서비스업,7476,1364
202408,해운대구,여행/숙박업,2384,685
202408,해운대구,운송업,1062,194
202408,해운대구,음식/주점,11811,3923
202408,해운대구,음식료품,2561,1151
202408,해운대구,의료휄니스업,9348,1254
202409,강서구,비관광,2588,83
202409,강서구,쇼핑업,8719,2157
202409,강서구,여가서비스업,7613,1061
202409,강서구,여행/숙박업,1392,335
202409,강서구,운송업,1233,138
202409,강서구,음식/주점,8970,2889
202409,강서구,음식료품,2621,938
202409,강서구,의료휄니스업,5562,816
202409,금정구,비관광,1102,37
202409,금정구,쇼핑업,6123,1706
202409,금정구,여가서비스업,4639,954
202409,금정구,여행/숙박업,1245,398
202409,금정구,운송업,692,93
202409,금정구,음식/주점,7193,2440
202409,금정구,음식료품,2108,808
202409,금정구,의료휄니스업,4813,761
202409,기장군,비관광,3794,131
202409,기장군,쇼핑업,15762,3975
202409,기장군,여가서비스업,11801,1980
202409,기장군,여행/숙박업,2055,645
202409,기장군,운송업,2478,342
202409,기장군,음식/주점,16403,5125
202409,기장군,음식료품,4444,1477
202409,기장군,의료휄니스업,9863,1604
202409,남구,비관광,1370,53
202409,남구,쇼핑업,7916,2084
202409,남구,여가서비스업,6222,1165
202409,남구,여행/숙박업,1509,542
202409,남구,운송업,990,136
202409,남구,음식/주점,8628,2860
202409,남구,음식료품,2557,947
202409,남구,의료휄니스업,6452,890
202409,동구,비관광,387,14
202409,동구,쇼핑업,3167,928
202409,동구,여가서비스업,2425,532
202409,동구,여행/숙박업,680,320
202409,동구,운송업,283,53
202409,동구,음식/주점,3793,1259
202409,동구,음식료품,1012,374
202409,동구,의료휄니스업,2664,401
202409,동래구,비관광,2479,87
202409,동래구,쇼핑업,10502,2709
202409,동래구,여가서비스업,7689,1552
202409,동래구,여행/숙박업,1816,660
202409,동래구,운송업,1105,160
202409,동래구,음식/주점,11786,3918
202409,동래구,음식료품,3566,1360
202409,동래구,의료휄니스업,8222,1237
202409,부산진구,비관광,1354,49
202409,부산진구,쇼핑업,8645,2459
202409,부산진구,여가서비스업,6378,1421
202409,부산진구,여행/숙박업,1646,717
202409,부산진구,운송업,990,143
202409,부산진구,음식/주점,10173,3351
202409,부산진구,음식료품,2905,1126
202409,부산진구,의료휄니스업,6730,1036
202409,북구,비관광,1711,63
202409,북구,쇼핑업,9087,2497
202409,북구,여가서비스업,7529,1542
202409,북구,여행/숙박업,1518,645
202409,북구,운송업,1130,163
202409,북구,음식/주점,10826,3546
202409,북구,음식료품,3472,1404
202409,북구,의료휄니스업,7582,1142
202409,사상구,비관광,1064,38
202409,사상구,쇼핑업,7528,2273
202409,사상구,여가서비스업,6030,1294
202409,사상구,여행/숙박업,1405,674
202409,사상구,운송업,937,133
202409,사상구,음식/주점,9319,2942
202409,사상구,음식료품,2909,1050
202409,사상구,의료휄니스업,6061,1012
202409,사하구,비관광,1401,46
202409,사하구,쇼핑업,8242,2438
202409,사하구,여가서비스업,6340,1349
202409,사하구,여행/숙박업,1500,719
202409,사하구,운송업,1075,137
202409,사하구,음식/주점,9945,3180
202409,사하구,음식료품,2921,1020
202409,사하구,의료휄니스업,6706,1117
202409,서구,비관광,622,17
202409,서구,쇼핑업,3485,960
202409,서구,여가서비스업,2589,561
202409,서구,여행/숙박업,732,377
202409,서구,운송업,286,48
202409,서구,음식/주점,4182,1340
202409,서구,음식료품,1201,396
202409,서구,의료휄니스업,3251,463
202409,수영구,비관광,1528,51
202409,수영구,쇼핑업,9147,2440
202409,수영구,여가서비스업,6768,1285
202409,수영구,여행/숙박업,1713,604
202409,수영구,운송업,865,135
202409,수영구,음식/주점,10127,3401
202409,수영구,음식료품,3014,1113
202409,수영구,의료휄니스업,7676,1014
202409,연제구,비관광,1771,63
202409,연제구,쇼핑업,8752,2366
202409,연제구,여가서비스업,6385,1359
202409,연제구,여행/숙박업,1577,592
202409,연제구,운송업,987,141
202409,연제구,음식/주점,10211,3439
202409,연제구,음식료품,3107,1172
202409,연제구,의료휄니스업,6824,1045
202409,영도구,비관광,527,18
202409,영도구,쇼핑업,3899,1128
202409,영도구,여가서비스업,3088,649
202409,영도구,여행/숙박업,873,477
202409,영도구,운송업,419,65
202409,영도구,음식/주점,5134,1520
202409,영도구,음식료품,1430,444
202409,영도구,의료휄니스업,3759,594
202409,중구,비관광,165,6
202409,중구,쇼핑업,1882,609
202409,중구,여가서비스업,1365,307
202409,중구,여행/숙박업,480,270
202409,중구,운송업,157,26
202409,중구,음식/주점,2538,829
202409,중구,음식료품,618,226
202409,중구,의료휄니스업,1452,246
202409,해운대구,비관광,2288,75
202409,해운대구,쇼핑업,12372,2728
202409,해운대구,여가서비스업,9021,1425
202409,해운대구,여행/숙박업,2257,659
202409,해운대구,운송업,1446,188
202409,해운대구,음식/주점,11644,3778
202409,해운대구,음식료품,3108,1165
202409,해운대구,의료휄니스업,8958,1145
202410,강서구,비관광,2392,82
202410,강서구,쇼핑업,8292,2110
202410,강서구,여가서비스업,6660,1028
202410,강서구,여행/숙박업,1264,317
202410,강서구,운송업,1429,139
202410,강서구,음식/주점,8543,2876
202410,강서구,음식료품,2066,889
202410,강서구,의료휄니스업,5741,868
202410,금정구,비관광,1006,34
202410,금정구,쇼핑업,5774,1677
202410,금정구,여가서비스업,4126,917
202410,금정구,여행/숙박업,1184,390
202410,금정구,운송업,651,95
202410,금정구,음식/주점,6991,2471
202410,금정구,음식료품,1680,798
202410,금정구,의료휄니스업,4912,818
202410,기장군,비관광,3481,127
202410,기장군,쇼핑업,15073,3898
202410,기장군,여가서비스업,10915,1894
202410,기장군,여행/숙박업,2157,630
202410,기장군,운송업,2079,344
202410,기장군,음식/주점,15727,5106
202410,기장군,음식료품,3528,1394
202410,기장군,의료휄니스업,10356,1731
202410,남구,비관광,1281,53
202410,남구,쇼핑업,7583,2053
202410,남구,여가서비스업,5472,1128
202410,남구,여행/숙박업,1543,542
202410,남구,운송업,924,137
202410,남구,음식/주점,8411,2903
202410,남구,음식료품,2023,928
202410,남구,의료휄니스업,6786,953
202410,동구,비관광,358,13
202410,동구,쇼핑업,3053,920
202410,동구,여가서비스업,2268,518
202410,동구,여행/숙박업,640,315
202410,동구,운송업,263,55
202410,동구,음식/주점,3741,1281
202410,동구,음식료품,806,362
202410,동구,의료휄니스업,2634,435
202410,동래구,비관광,2308,81
202410,동래구,쇼핑업,9921,2677
202410,동래구,여가서비스업,6756,1498
202410,동래구,여행/숙박업,1818,657
202410,동래구,운송업,1101,166
202410,동래구,음식/주점,11468,3944
202410,동래구,음식료품,2769,1312
202410,동래구,의료휄니스업,8794,1331
202410,부산진구,비관광,1232,47
202410,부산진구,쇼핑업,8173,2416
202410,부산진구,여가서비스업,5858,1374
202410,부산진구,여행/숙박업,1660,708
202410,부산진구,운송업,751,142
202410,부산진구,음식/주점,9893,3392
202410,부산진구,음식료품,2262,1081
202410,부산진구,의료휄니스업,7017,1122
202410,북구,비관광,1627,64
202410,북구,쇼핑업,8662,2451
202410,북구,여가서비스업,6891,1494
202410,북구,여행/숙박업,1554,636
202410,북구,운송업,1288,168
202410,북구,음식/주점,10551,3561
202410,북구,음식료품,2787,1373
202410,북구,의료휄니스업,7695,1239
202410,사상구,비관광,1003,36
202410,사상구,쇼핑업,7090,2222
202410,사상구,여가서비스업,5700,1252
202410,사상구,여행/숙박업,1360,656
202410,사상구,운송업,1051,135
202410,사상구,음식/주점,8985,2930
202410,사상구,음식료품,2241,1001
202410,사상구,의료휄니스업,6461,1101
202410,사하구,비관광,1304,46
202410,사하구,쇼핑업,7895,2388
202410,사하구,여가서비스업,5939,1304
202410,사하구,여행/숙박업,1449,700
202410,사하구,운송업,1080,141
202410,사하구,음식/주점,9552,3165
202410,사하구,음식료품,2233,1003
202410,사하구,의료휄니스업,6908,1206
202410,서구,비관광,523,16
202410,서구,쇼핑업,3412,945
202410,서구,여가서비스업,2406,541
202410,서구,여행/숙박업,759,365
202410,서구,운송업,378,48
202410,서구,음식/주점,4068,1338
202410,서구,음식료품,960,381
202410,서구,의료휄니스업,3253,496
202410,수영구,비관광,1340,47
202410,수영구,쇼핑업,8883,2418
202410,수영구,여가서비스업,5776,1249
202410,수영구,여행/숙박업,1650,604
202410,수영구,운송업,782,136
202410,수영구,음식/주점,10042,3443
202410,수영구,음식료품,2356,1079
202410,수영구,의료휄니스업,7940,1099
202410,연제구,비관광,1638,59
202410,연제구,쇼핑업,8491,2341
202410,연제구,여가서비스업,5689,1316
202410,연제구,여행/숙박업,1557,594
202410,연제구,운송업,882,144
202410,연제구,음식/주점,10004,3517
202410,연제구,음식료품,2487,1128
202410,연제구,의료휄니스업,7207,1124
202410,영도구,비관광,474,17
202410,영도구,쇼핑업,3762,1109
202410,영도구,여가서비스업,2949,629
202410,영도구,여행/숙박업,834,467
202410,영도구,운송업,439,67
202410,영도구,음식/주점,4947,1520
202410,영도구,음식료품,1037,416
202410,영도구,의료휄니스업,3783,637
202410,중구,비관광,162,6
202410,중구,쇼핑업,1791,593
202410,중구,여가서비스업,1309,294
202410,중구,여행/숙박업,484,257
202410,중구,운송업,157,25
202410,중구,음식/주점,2467,831
202410,중구,음식료품,493,222
202410,중구,의료휄니스업,1742,268
202410,해운대구,비관광,2061,69
202410,해운대구,쇼핑업,11921,2695
202410,해운대구,여가서비스업,7333,1382
202410,해운대구,여행/숙박업,2325,663
202410,해운대구,운송업,1302,191
202410,해운대구,음식/주점,11263,3815
202410,해운대구,음식료품,2538,1115
202410,해운대구,의료휄니스업,9794,1239
202411,강서구,비관광,2572,83
202411,강서구,쇼핑업,9071,2266
202411,강서구,여가서비스업,6990,1106
202411,강서구,여행/숙박업,1320,375
202411,강서구,운송업,1634,147
202411,강서구,음식/주점,9089,2950
202411,강서구,음식료품,2330,940
202411,강서구,의료휄니스업,6192,947
202411,금정구,비관광,1124,37
202411,금정구,쇼핑업,6244,1785
202411,금정구,여가서비스업,4352,1008
202411,금정구,여행/숙박업,1156,426
202411,금정구,운송업,795,98
202411,금정구,음식/주점,7458,2560
202411,금정구,음식료품,1877,856
202411,금정구,의료휄니스업,5269,886
202411,기장군,비관광,3838,130
202411,기장군,쇼핑업,16142,4111
202411,기장군,여가서비스업,11535,2091
202411,기장군,여행/숙박업,2083,702
202411,기장군,운송업,2685,372
202411,기장군,음식/주점,16627,5263
202411,기장군,음식료품,3911,1464
202411,기장군,의료휄니스업,11181,1886
202411,남구,비관광,1408,54
202411,남구,쇼핑업,8231,2202
202411,남구,여가서비스업,5564,1238
202411,남구,여행/숙박업,1591,594
202411,남구,운송업,1182,141
202411,남구,음식/주점,8977,3035
202411,남구,음식료품,2230,1000
202411,남구,의료휄니스업,6969,1038
202411,동구,비관광,407,14
202411,동구,쇼핑업,3342,973
202411,동구,여가서비스업,2354,565
202411,동구,여행/숙박업,701,341
202411,동구,운송업,482,59
202411,동구,음식/주점,4022,1332
202411,동구,음식료품,906,384
202411,동구,의료휄니스업,2913,475
202411,동래구,비관광,2576,90
202411,동래구,쇼핑업,10788,2841
202411,동래구,여가서비스업,7250,1666
202411,동래구,여행/숙박업,1894,710
202411,동래구,운송업,1200,174
202411,동래구,음식/주점,12359,4114
202411,동래구,음식료품,3191,1418
202411,동래구,의료휄니스업,9717,1458
202411,부산진구,비관광,1327,48
202411,부산진구,쇼핑업,8766,2533
202411,부산진구,여가서비스업,6091,1499
202411,부산진구,여행/숙박업,1627,763
202411,부산진구,운송업,1047,148
202411,부산진구,음식/주점,10457,3487
202411,부산진구,음식료품,2500,1137
202411,부산진구,의료휄니스업,7667,1212
202411,북구,비관광,1696,63
202411,북구,쇼핑업,9186,2558
202411,북구,여가서비스업,7103,1619
202411,북구,여행/숙박업,1472,678
202411,북구,운송업,1232,170
202411,북구,음식/주점,11006,3641
202411,북구,음식료품,3055,1413
202411,북구,의료휄니스업,8261,1323
202411,사상구,비관광,1046,37
202411,사상구,쇼핑업,7523,2335
202411,사상구,여가서비스업,5947,1365
202411,사상구,여행/숙박업,1368,706
202411,사상구,운송업,1228,137
202411,사상구,음식/주점,9477,3010
202411,사상구,음식료품,2540,1079
202411,사상구,의료휄니스업,6825,1179
202411,사하구,비관광,1372,47
202411,사하구,쇼핑업,8431,2520
202411,사하구,여가서비스업,6230,1430
202411,사하구,여행/숙박업,1541,762
202411,사하구,운송업,1290,144
202411,사하구,음식/주점,10143,3268
202411,사하구,음식료품,2524,1067
202411,사하구,의료휄니스업,7445,1298
202411,서구,비관광,590,18
202411,서구,쇼핑업,3633,1002
202411,서구,여가서비스업,2460,595
202411,서구,여행/숙박업,775,401
202411,서구,운송업,309,50
202411,서구,음식/주점,4400,1408
202411,서구,음식료품,1041,412
202411,서구,의료휄니스업,3633,533
202411,수영구,비관광,1488,50
202411,수영구,쇼핑업,9436,2518
202411,수영구,여가서비스업,5953,1360
202411,수영구,여행/숙박업,1729,651
202411,수영구,운송업,928,139
202411,수영구,음식/주점,10504,3516
202411,수영구,음식료품,2676,1164
202411,수영구,의료휄니스업,8216,1188
202411,연제구,비관광,1764,63
202411,연제구,쇼핑업,9012,2441
202411,연제구,여가서비스업,6018,1430
202411,연제구,여행/숙박업,1692,631
202411,연제구,운송업,945,150
202411,연제구,음식/주점,10495,3570
202411,연제구,음식료품,2743,1211
202411,연제구,의료휄니스업,7658,1232
202411,영도구,비관광,519,18
202411,영도구,쇼핑업,3969,1168
202411,영도구,여가서비스업,3054,682
202411,영도구,여행/숙박업,884,506
202411,영도구,운송업,493,71
202411,영도구,음식/주점,5248,1564
202411,영도구,음식료품,1139,441
202411,영도구,의료휄니스업,4013,685
202411,중구,비관광,172,6
202411,중구,쇼핑업,1961,638
202411,중구,여가서비스업,1280,323
202411,중구,여행/숙박업,505,280
202411,중구,운송업,194,26
202411,중구,음식/주점,2610,872
202411,중구,음식료품,556,250
202411,중구,의료휄니스업,1812,282
202411,해운대구,비관광,2341,76
202411,해운대구,쇼핑업,12850,2852
202411,해운대구,여가서비스업,7643,1528
202411,해운대구,여행/숙박업,2618,719
202411,해운대구,운송업,1469,199
202411,해운대구,음식/주점,11905,3924
202411,해운대구,음식료품,2839,1183
202411,해운대구,의료휄니스업,10042,1344
202412,강서구,비관광,2582,81
202412,강서구,쇼핑업,9245,2197
202412,강서구,여가서비스업,7381,1105
202412,강서구,여행/숙박업,1674,400
202412,강서구,운송업,1272,142
202412,강서구,음식/주점,9669,2782
202412,강서구,음식료품,2547,892
202412,강서구,의료휄니스업,6372,997
202412,금정구,비관광,1057,35
202412,금정구,쇼핑업,6395,1722
202412,금정구,여가서비스업,4470,1004
202412,금정구,여행/숙박업,1247,444
202412,금정구,운송업,685,95
202412,금정구,음식/주점,7864,2419
202412,금정구,음식료품,2042,823
202412,금정구,의료휄니스업,5448,920
202412,기장군,비관광,3731,126
202412,기장군,쇼핑업,16252,3972
202412,기장군,여가서비스업,12214,2082
202412,기장군,여행/숙박업,2394,747
202412,기장군,운송업,2173,360
202412,기장군,음식/주점,17169,4957
202412,기장군,음식료품,4210,1396
202412,기장군,의료휄니스업,11779,1923
202412,남구,비관광,1415,53
202412,남구,쇼핑업,8273,2123
202412,남구,여가서비스업,5808,1243
202412,남구,여행/숙박업,1827,622
202412,남구,운송업,1182,138
202412,남구,음식/주점,9443,2853
202412,남구,음식료품,2405,952
202412,남구,의료휄니스업,7276,1070
202412,동구,비관광,393,14
202412,동구,쇼핑업,3393,943
202412,동구,여가서비스업,2499,567
202412,동구,여행/숙박업,784,357
202412,동구,운송업,411,57
202412,동구,음식/주점,4212,1256
202412,동구,음식료품,974,365
202412,동구,의료휄니스업,3119,485
202412,동래구,비관광,2526,86
202412,동래구,쇼핑업,10942,2748
202412,동래구,여가서비스업,7488,1661
202412,동래구,여행/숙박업,2124,750
202412,동래구,운송업,1272,165
202412,동래구,음식/주점,13026,3886
202412,동래구,음식료품,3493,1382
202412,동래구,의료휄니스업,9703,1514
202412,부산진구,비관광,1329,47
202412,부산진구,쇼핑업,8730,2436
202412,부산진구,여가서비스업,6321,1502
202412,부산진구,여행/숙박업,1748,800
202412,부산진구,운송업,789,143
202412,부산진구,음식/주점,10974,3281
202412,부산진구,음식료품,2710,1099
202412,부산진구,의료휄니스업,7789,1258
202412,북구,비관광,1710,61
202412,북구,쇼핑업,9259,2470
202412,북구,여가서비스업,7340,1608
202412,북구,여행/숙박업,1748,701
202412,북구,운송업,1205,170
202412,북구,음식/주점,11656,3439
202412,북구,음식료품,3312,1365
202412,북구,의료휄니스업,8109,1359
202412,사상구,비관광,1047,36
202412,사상구,쇼핑업,7526,2248
202412,사상구,여가서비스업,6063,1357
202412,사상구,여행/숙박업,1538,741
202412,사상구,운송업,954,134
202412,사상구,음식/주점,9948,2824
202412,사상구,음식료품,2794,1072
202412,사상구,의료휄니스업,6826,1196
202412,사하구,비관광,1370,44
202412,사하구,쇼핑업,8400,2426
202412,사하구,여가서비스업,6345,1422
202412,사하구,여행/숙박업,1634,792
202412,사하구,운송업,1088,135
202412,사하구,음식/주점,10529,3070
202412,사하구,음식료품,2782,1023
202412,사하구,의료휄니스업,7510,1328
202412,서구,비관광,557,17
202412,서구,쇼핑업,3696,971
202412,서구,여가서비스업,2525,593
202412,서구,여행/숙박업,866,414
202412,서구,운송업,343,48
202412,서구,음식/주점,4581,1326
202412,서구,음식료품,1140,393
202412,서구,의료휄니스업,3637,554
202412,수영구,비관광,1398,46
202412,수영구,쇼핑업,9561,2440
202412,수영구,여가서비스업,6024,1365
202412,수영구,여행/숙박업,1909,684
202412,수영구,운송업,823,133
202412,수영구,음식/주점,11028,3313
202412,수영구,음식료품,2920,1137
202412,수영구,의료휄니스업,8549,1215
202412,연제구,비관광,1759,60
202412,연제구,쇼핑업,8963,2354
202412,연제구,여가서비스업,6135,1420
202412,연제구,여행/숙박업,1730,666
202412,연제구,운송업,1100,147
202412,연제구,음식/주점,11101,3366
202412,연제구,음식료품,2962,1177
202412,연제구,의료휄니스업,8114,1248
202412,영도구,비관광,523,17
202412,영도구,쇼핑업,3934,1123
202412,영도구,여가서비스업,3179,678
202412,영도구,여행/숙박업,945,516
202412,영도구,운송업,461,67
202412,영도구,음식/주점,5360,1468
202412,영도구,음식료품,1210,427
202412,영도구,의료휄니스업,4131,710
202412,중구,비관광,175,6
202412,중구,쇼핑업,2014,621
202412,중구,여가서비스업,1349,322
202412,중구,여행/숙박업,545,281
202412,중구,운송업,130,25
202412,중구,음식/주점,2697,822
202412,중구,음식료품,619,241
202412,중구,의료휄니스업,1741,289
202412,해운대구,비관광,2251,69
202412,해운대구,쇼핑업,12884,2752
202412,해운대구,여가서비스업,7568,1529
202412,해운대구,여행/숙박업,2603,755
202412,해운대구,운송업,1387,189
202412,해운대구,음식/주점,12553,3689
202412,해운대구,음식료품,3001,1129
202412,해운대구,의료휄니스업,10457,1372
202501,강서구,비관광,2463,75
202501,강서구,쇼핑업,8821,2117
202501,강서구,여가서비스업,7148,1061
