기준연월,기초지자체,방문자 수,구분
202605,수영구,3795246,외지인 방문자
202605,연제구,2782157,외지인 방문자
202605,영도구,1771749,외지인 방문자
202605,중구,3634400,외지인 방문자
202605,해운대구,6515691,외지인 방문자
202606,강서구,3551933,외지인 방문자
202606,금정구,2443049,외지인 방문자
202606,기장군,3254640,외지인 방문자
202606,남구,2603391,외지인 방문자
202606,동구,3153514,외지인 방문자
202606,동래구,3456299,외지인 방문자
202606,부산진구,5829562,외지인 방문자
202606,북구,1978578,외지인 방문자
202606,사상구,2351954,외지인 방문자
202606,사하구,1992210,외지인 방문자
202606,서구,1737001,외지인 방문자
202606,수영구,3358530,외지인 방문자
202606,연제구,2830006,외지인 방문자
202606,영도구,1570653,외지인 방문자
202606,중구,3286448,외지인 방문자
202606,해운대구,5552572,외지인 방문자
202607,강서구,3804230,외지인 방문자
202607,금정구,2460020,외지인 방문자
202607,기장군,3605074,외지인 방문자
202607,남구,2722920,외지인 방문자
202607,동구,3387713,외지인 방문자
202607,동래구,3583030,외지인 방문자
202607,부산진구,6291946,외지인 방문자
202607,북구,2060163,외지인 방문자
202607,사상구,2408119,외지인 방문자
202607,사하구,2094722,외지인 방문자
202607,서구,1883612,외지인 방문자
202607,수영구,3873670,외지인 방문자
202607,연제구,2706336,외지인 방문자
202607,영도구,1627192,외지인 방문자
202607,중구,3356510,외지인 방문자
202607,해운대구,6535872,외지인 방문자
