연월,분석차원,분류,신설법인수,부산전체신설법인수,비중_pct,전월대비증감률_pct,전년동월대비증감률_pct,3개월이동평균,데이터상태,출처파일,검증_주의
202506,행정구,연제구,34,367,9.26,70.0,78.95,23.0,원문그래프직접,2._2025년_상반기_및_6월_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202506,행정구,사상구,15,367,4.09,-16.67,0.0,15.67,원문그래프직접,2._2025년_상반기_및_6월_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202506,행정구,금정구,15,367,4.09,-25.0,0.0,17.67,원문그래프직접,2._2025년_상반기_및_6월_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202506,행정구,동구,19,367,5.18,72.73,35.71,16.33,원문그래프직접,2._2025년_상반기_및_6월_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202506,행정구,사하구,8,367,2.18,-52.94,-20.0,16.0,원문그래프직접,2._2025년_상반기_및_6월_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202506,행정구,북구,19,367,5.18,171.43,171.43,11.0,원문그래프직접,2._2025년_상반기_및_6월_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202506,행정구,중구,17,367,4.63,41.67,30.77,15.0,원문그래프직접,2._2025년_상반기_및_6월_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202506,행정구,서구,9,367,2.45,50.0,800.0,8.33,원문그래프직접,2._2025년_상반기_및_6월_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202506,행정구,영도구,4,367,1.09,-20.0,-63.64,5.0,원문그래프직접,2._2025년_상반기_및_6월_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202507,행정구,강서구,47,453,10.38,14.63,-16.07,44.33,비중역산_합계검증,2._2025년_7월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202507,행정구,해운대구,73,453,16.11,52.08,7.35,56.0,비중역산_합계검증,2._2025년_7월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202507,행정구,부산진구,36,453,7.95,24.14,-2.7,36.67,비중역산_합계검증,2._2025년_7월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202507,행정구,기장군,23,453,5.08,21.05,-14.81,18.67,비중역산_합계검증,2._2025년_7월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202507,행정구,남구,22,453,4.86,4.76,10.0,27.33,비중역산_합계검증,2._2025년_7월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202507,행정구,동래구,21,453,4.64,-4.55,-34.38,24.0,비중역산_합계검증,2._2025년_7월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202507,행정구,수영구,37,453,8.17,-21.28,54.17,38.67,비중역산_합계검증,2._2025년_7월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202507,행정구,연제구,23,453,5.08,-32.35,9.52,25.67,비중역산_합계검증,2._2025년_7월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202507,행정구,사상구,24,453,5.3,60.0,166.67,19.0,비중역산_합계검증,2._2025년_7월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202507,행정구,금정구,28,453,6.18,86.67,21.74,21.0,비중역산_합계검증,2._2025년_7월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202507,행정구,동구,15,453,3.31,-21.05,-28.57,15.0,비중역산_합계검증,2._2025년_7월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202507,행정구,사하구,21,453,4.64,162.5,-8.7,15.33,비중역산_합계검증,2._2025년_7월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202507,행정구,북구,51,453,11.26,168.42,292.31,25.67,비중역산_합계검증,2._2025년_7월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202507,행정구,중구,15,453,3.31,-11.76,7.14,14.67,비중역산_합계검증,2._2025년_7월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202507,행정구,서구,9,453,1.99,0.0,125.0,8.0,비중역산_합계검증,2._2025년_7월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202507,행정구,영도구,8,453,1.77,100.0,60.0,5.67,비중역산_합계검증,2._2025년_7월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202508,행정구,강서구,44,363,12.12,-6.38,37.5,44.0,비중역산_합계검증,2._2025년_8월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202508,행정구,해운대구,48,363,13.22,-34.25,-7.69,56.33,비중역산_합계검증,2._2025년_8월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202508,행정구,부산진구,25,363,6.89,-30.56,-24.24,30.0,비중역산_합계검증,2._2025년_8월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202508,행정구,기장군,21,363,5.79,-8.7,23.53,21.0,비중역산_합계검증,2._2025년_8월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202508,행정구,남구,17,363,4.68,-22.73,-19.05,20.0,비중역산_합계검증,2._2025년_8월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202508,행정구,동래구,30,363,8.26,42.86,66.67,24.33,비중역산_합계검증,2._2025년_8월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202508,행정구,수영구,28,363,7.71,-24.32,100.0,37.33,비중역산_합계검증,2._2025년_8월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202508,행정구,연제구,23,363,6.34,0.0,53.33,26.67,비중역산_합계검증,2._2025년_8월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202508,행정구,사상구,20,363,5.51,-16.67,33.33,19.67,비중역산_합계검증,2._2025년_8월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202508,행정구,금정구,17,363,4.68,-39.29,-15.0,20.0,비중역산_합계검증,2._2025년_8월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202508,행정구,동구,9,363,2.48,-40.0,-47.06,14.33,비중역산_합계검증,2._2025년_8월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202508,행정구,사하구,17,363,4.68,-19.05,-10.53,15.33,비중역산_합계검증,2._2025년_8월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202508,행정구,북구,37,363,10.19,-27.45,236.36,35.67,비중역산_합계검증,2._2025년_8월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202508,행정구,중구,15,363,4.13,0.0,15.38,15.67,비중역산_합계검증,2._2025년_8월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202508,행정구,서구,7,363,1.93,-22.22,16.67,8.33,비중역산_합계검증,2._2025년_8월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202508,행정구,영도구,5,363,1.38,-37.5,-28.57,5.67,비중역산_합계검증,2._2025년_8월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202509,행정구,강서구,62,392,15.82,40.91,93.75,51.0,비중역산_합계검증,2._2025년_9월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202509,행정구,해운대구,55,392,14.03,14.58,14.58,58.67,비중역산_합계검증,2._2025년_9월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202509,행정구,부산진구,40,392,10.2,60.0,150.0,33.67,비중역산_합계검증,2._2025년_9월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202509,행정구,기장군,12,392,3.06,-42.86,-29.41,18.67,비중역산_합계검증,2._2025년_9월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202509,행정구,남구,23,392,5.87,35.29,-23.33,20.67,비중역산_합계검증,2._2025년_9월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202509,행정구,동래구,22,392,5.61,-26.67,-4.35,24.33,비중역산_합계검증,2._2025년_9월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202509,행정구,수영구,28,392,7.14,0.0,64.71,31.0,비중역산_합계검증,2._2025년_9월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202509,행정구,연제구,19,392,4.85,-17.39,18.75,21.67,비중역산_합계검증,2._2025년_9월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
