연월,분석차원,분류,신설법인수,부산전체신설법인수,비중_pct,전월대비증감률_pct,전년동월대비증감률_pct,3개월이동평균,데이터상태,출처파일,검증_주의
202411,행정구,중구,17,369,4.61,70.0,,10.67,비중역산_합계검증,2._2024년_11월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202411,행정구,서구,3,369,0.81,-72.73,,6.0,비중역산_합계검증,2._2024년_11월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202411,행정구,영도구,9,369,2.44,28.57,,9.0,비중역산_합계검증,2._2024년_11월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202412,행정구,강서구,58,364,15.93,56.76,,45.0,비중역산_합계검증,2._2024년_12월_및_2024년도_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202412,행정구,해운대구,52,364,14.29,-5.45,,52.67,비중역산_합계검증,2._2024년_12월_및_2024년도_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202412,행정구,부산진구,35,364,9.62,2.94,,34.33,비중역산_합계검증,2._2024년_12월_및_2024년도_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202412,행정구,기장군,20,364,5.49,11.11,,23.33,비중역산_합계검증,2._2024년_12월_및_2024년도_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202412,행정구,남구,28,364,7.69,0.0,,29.33,비중역산_합계검증,2._2024년_12월_및_2024년도_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202412,행정구,동래구,24,364,6.59,26.32,,23.0,비중역산_합계검증,2._2024년_12월_및_2024년도_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202412,행정구,수영구,14,364,3.85,0.0,,17.67,비중역산_합계검증,2._2024년_12월_및_2024년도_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202412,행정구,연제구,14,364,3.85,-41.67,,21.33,비중역산_합계검증,2._2024년_12월_및_2024년도_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202412,행정구,사상구,26,364,7.14,-10.34,,24.0,비중역산_합계검증,2._2024년_12월_및_2024년도_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202412,행정구,금정구,20,364,5.49,42.86,,16.33,비중역산_합계검증,2._2024년_12월_및_2024년도_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202412,행정구,동구,10,364,2.75,-62.96,,18.33,비중역산_합계검증,2._2024년_12월_및_2024년도_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202412,행정구,사하구,23,364,6.32,-30.3,,24.33,비중역산_합계검증,2._2024년_12월_및_2024년도_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202412,행정구,북구,11,364,3.02,37.5,,9.67,비중역산_합계검증,2._2024년_12월_및_2024년도_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202412,행정구,중구,13,364,3.57,-23.53,,13.33,비중역산_합계검증,2._2024년_12월_및_2024년도_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202412,행정구,서구,8,364,2.2,166.67,,7.33,비중역산_합계검증,2._2024년_12월_및_2024년도_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202412,행정구,영도구,8,364,2.2,-11.11,,8.0,비중역산_합계검증,2._2024년_12월_및_2024년도_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202501,행정구,강서구,51,354,14.41,-12.07,-26.09,48.67,원문그래프직접,2._2025년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202501,행정구,해운대구,45,354,12.71,-13.46,-31.82,50.67,원문그래프직접,2._2025년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202501,행정구,부산진구,27,354,7.63,-22.86,-35.71,32.0,원문그래프직접,2._2025년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202501,행정구,기장군,29,354,8.19,45.0,-17.14,22.33,원문그래프직접,2._2025년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202501,행정구,남구,26,354,7.34,-7.14,-7.14,27.33,원문그래프직접,2._2025년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202501,행정구,동래구,19,354,5.37,-20.83,-32.14,20.67,원문그래프직접,2._2025년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202501,행정구,수영구,55,354,15.54,292.86,96.43,27.67,원문그래프직접,2._2025년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202501,행정구,연제구,11,354,3.11,-21.43,-54.17,16.33,원문그래프직접,2._2025년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202501,행정구,사상구,19,354,5.37,-26.92,-17.39,24.67,원문그래프직접,2._2025년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202501,행정구,금정구,13,354,3.67,-35.0,-40.91,15.67,원문그래프직접,2._2025년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202501,행정구,동구,14,354,3.95,40.0,-36.36,17.0,원문그래프직접,2._2025년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202501,행정구,사하구,10,354,2.82,-56.52,-50.0,22.0,원문그래프직접,2._2025년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202501,행정구,북구,15,354,4.24,36.36,0.0,11.33,원문그래프직접,2._2025년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202501,행정구,중구,11,354,3.11,-15.38,-26.67,13.67,원문그래프직접,2._2025년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202501,행정구,서구,3,354,0.85,-62.5,-70.0,4.67,원문그래프직접,2._2025년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202501,행정구,영도구,6,354,1.69,-25.0,0.0,7.67,원문그래프직접,2._2025년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202502,행정구,강서구,45,371,12.13,-11.76,0.0,51.33,비중역산_합계검증,2._2025년_2월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202502,행정구,해운대구,57,371,15.36,26.67,0.0,51.33,비중역산_합계검증,2._2025년_2월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202502,행정구,부산진구,30,371,8.09,11.11,3.45,30.67,비중역산_합계검증,2._2025년_2월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202502,행정구,기장군,27,371,7.28,-6.9,28.57,25.33,비중역산_합계검증,2._2025년_2월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202502,행정구,남구,19,371,5.12,-26.92,-9.52,24.33,비중역산_합계검증,2._2025년_2월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202502,행정구,동래구,19,371,5.12,0.0,5.56,20.67,비중역산_합계검증,2._2025년_2월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202502,행정구,수영구,41,371,11.05,-25.45,173.33,36.67,비중역산_합계검증,2._2025년_2월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202502,행정구,연제구,17,371,4.58,54.55,-32.0,14.0,비중역산_합계검증,2._2025년_2월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202502,행정구,사상구,19,371,5.12,0.0,35.71,21.33,비중역산_합계검증,2._2025년_2월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202502,행정구,금정구,21,371,5.66,61.54,16.67,18.0,비중역산_합계검증,2._2025년_2월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202502,행정구,동구,15,371,4.04,7.14,-11.76,13.0,비중역산_합계검증,2._2025년_2월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202502,행정구,사하구,22,371,5.93,120.0,29.41,18.33,비중역산_합계검증,2._2025년_2월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202502,행정구,북구,18,371,4.85,20.0,63.64,14.67,비중역산_합계검증,2._2025년_2월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202502,행정구,중구,10,371,2.7,-9.09,25.0,11.33,비중역산_합계검증,2._2025년_2월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202502,행정구,서구,8,371,2.16,166.67,100.0,6.33,비중역산_합계검증,2._2025년_2월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202502,행정구,영도구,3,371,0.81,-50.0,-57.14,5.67,비중역산_합계검증,2._2025년_2월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202503,행정구,강서구,30,328,9.15,-33.33,-23.08,42.0,비중역산_합계검증,2._2025년_3월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202503,행정구,해운대구,41,328,12.5,-28.07,-45.33,47.67,비중역산_합계검증,2._2025년_3월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202503,행정구,부산진구,23,328,7.01,-23.33,-41.03,26.67,비중역산_합계검증,2._2025년_3월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202503,행정구,기장군,13,328,3.96,-51.85,-13.33,23.0,비중역산_합계검증,2._2025년_3월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202503,행정구,남구,24,328,7.32,26.32,0.0,23.0,비중역산_합계검증,2._2025년_3월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202503,행정구,동래구,17,328,5.18,-10.53,-34.62,18.33,비중역산_합계검증,2._2025년_3월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202503,행정구,수영구,71,328,21.65,73.17,407.14,55.67,비중역산_합계검증,2._2025년_3월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202503,행정구,연제구,16,328,4.88,-5.88,-15.79,14.67,비중역산_합계검증,2._2025년_3월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202503,행정구,사상구,19,328,5.79,0.0,18.75,19.0,비중역산_합계검증,2._2025년_3월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202503,행정구,금정구,16,328,4.88,-23.81,14.29,16.67,비중역산_합계검증,2._2025년_3월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202503,행정구,동구,12,328,3.66,-20.0,-25.0,13.67,비중역산_합계검증,2._2025년_3월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202503,행정구,사하구,15,328,4.57,-31.82,-34.78,15.67,비중역산_합계검증,2._2025년_3월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202503,행정구,북구,12,328,3.66,-33.33,-14.29,15.0,비중역산_합계검증,2._2025년_3월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202503,행정구,중구,10,328,3.05,0.0,0.0,10.33,비중역산_합계검증,2._2025년_3월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202503,행정구,서구,3,328,0.91,-62.5,-76.92,4.67,비중역산_합계검증,2._2025년_3월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202503,행정구,영도구,6,328,1.83,100.0,-33.33,5.0,비중역산_합계검증,2._2025년_3월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202504,행정구,강서구,35,335,10.45,16.67,-23.91,36.67,원문그래프직접,2._2025년_4월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202504,행정구,해운대구,58,335,17.31,41.46,18.37,52.0,원문그래프직접,2._2025년_4월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202504,행정구,부산진구,27,335,8.06,17.39,-50.0,26.67,원문그래프직접,2._2025년_4월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202504,행정구,기장군,16,335,4.78,23.08,-15.79,18.67,원문그래프직접,2._2025년_4월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202504,행정구,남구,25,335,7.46,4.17,0.0,22.67,원문그래프직접,2._2025년_4월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202504,행정구,동래구,27,335,8.06,58.82,200.0,21.0,원문그래프직접,2._2025년_4월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202504,행정구,수영구,19,335,5.67,-73.24,-17.39,43.67,원문그래프직접,2._2025년_4월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202504,행정구,연제구,15,335,4.48,-6.25,-21.05,16.0,원문그래프직접,2._2025년_4월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202504,행정구,사상구,14,335,4.18,-26.32,-26.32,17.33,원문그래프직접,2._2025년_4월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202504,행정구,금정구,18,335,5.37,12.5,-28.0,18.33,원문그래프직접,2._2025년_4월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202504,행정구,동구,19,335,5.67,58.33,-26.92,15.33,원문그래프직접,2._2025년_4월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202504,행정구,사하구,23,335,6.87,53.33,35.29,20.0,원문그래프직접,2._2025년_4월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202504,행정구,북구,7,335,2.09,-41.67,-50.0,12.33,원문그래프직접,2._2025년_4월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202504,행정구,중구,16,335,4.78,60.0,0.0,12.0,원문그래프직접,2._2025년_4월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202504,행정구,서구,10,335,2.99,233.33,400.0,7.0,원문그래프직접,2._2025년_4월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202504,행정구,영도구,6,335,1.79,0.0,-33.33,5.0,원문그래프직접,2._2025년_4월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202505,행정구,강서구,45,367,12.26,28.57,-4.26,36.67,비중역산_합계검증,2._2025년_5월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202505,행정구,해운대구,47,367,12.81,-18.97,-31.88,48.67,비중역산_합계검증,2._2025년_5월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202505,행정구,부산진구,45,367,12.26,66.67,32.35,31.67,비중역산_합계검증,2._2025년_5월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202505,행정구,기장군,14,367,3.81,-12.5,-6.67,14.33,비중역산_합계검증,2._2025년_5월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202505,행정구,남구,39,367,10.63,56.0,85.71,29.33,비중역산_합계검증,2._2025년_5월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202505,행정구,동래구,29,367,7.9,7.41,31.82,24.33,비중역산_합계검증,2._2025년_5월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202505,행정구,수영구,32,367,8.72,68.42,77.78,40.67,비중역산_합계검증,2._2025년_5월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202505,행정구,연제구,20,367,5.45,33.33,-13.04,17.0,비중역산_합계검증,2._2025년_5월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202505,행정구,사상구,18,367,4.9,28.57,12.5,17.0,비중역산_합계검증,2._2025년_5월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202505,행정구,금정구,20,367,5.45,11.11,-20.0,18.0,비중역산_합계검증,2._2025년_5월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202505,행정구,동구,11,367,3.0,-42.11,-50.0,14.0,비중역산_합계검증,2._2025년_5월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202505,행정구,사하구,17,367,4.63,-26.09,6.25,18.33,비중역산_합계검증,2._2025년_5월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202505,행정구,북구,7,367,1.91,0.0,-36.36,8.67,비중역산_합계검증,2._2025년_5월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202505,행정구,중구,12,367,3.27,-25.0,20.0,12.67,비중역산_합계검증,2._2025년_5월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202505,행정구,서구,6,367,1.63,-40.0,0.0,6.33,비중역산_합계검증,2._2025년_5월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202505,행정구,영도구,5,367,1.36,-16.67,0.0,5.67,비중역산_합계검증,2._2025년_5월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202506,행정구,강서구,41,367,11.17,-8.89,13.89,40.33,원문그래프직접,2._2025년_상반기_및_6월_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202506,행정구,해운대구,48,367,13.08,2.13,-21.31,51.0,원문그래프직접,2._2025년_상반기_및_6월_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202506,행정구,부산진구,29,367,7.9,-35.56,7.41,33.67,원문그래프직접,2._2025년_상반기_및_6월_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202506,행정구,기장군,19,367,5.18,35.71,-17.39,16.33,원문그래프직접,2._2025년_상반기_및_6월_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202506,행정구,남구,21,367,5.72,-46.15,-32.26,28.33,원문그래프직접,2._2025년_상반기_및_6월_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202506,행정구,동래구,22,367,5.99,-24.14,0.0,26.0,원문그래프직접,2._2025년_상반기_및_6월_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202506,행정구,수영구,47,367,12.81,46.88,291.67,32.67,원문그래프직접,2._2025년_상반기_및_6월_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
