연월,행정구,신설법인수,부산전체신설법인수,부산전체대비비중_pct,원문비중_pct,월내순위,전월대비증감수,전월대비증감률_pct,전년동월대비증감수,전년동월대비증감률_pct,3개월이동평균,6개월이동평균,데이터상태,수치생성방식,출처파일,검증_주의
202506,남구,21,367,5.72,5.7,7,-18,-46.15,-10,-32.26,28.33,25.67,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_상반기_및_6월_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202506,동래구,22,367,5.99,6.0,6,-7,-24.14,0,0.0,26.0,22.17,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_상반기_및_6월_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202506,수영구,47,367,12.81,12.8,2,15,46.88,35,291.67,32.67,44.17,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_상반기_및_6월_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202506,연제구,34,367,9.26,9.3,4,14,70.0,15,78.95,23.0,18.83,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_상반기_및_6월_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202506,사상구,15,367,4.09,4.1,12,-3,-16.67,0,0.0,15.67,17.33,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_상반기_및_6월_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202506,금정구,15,367,4.09,4.1,12,-5,-25.0,0,0.0,17.67,17.17,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_상반기_및_6월_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202506,동구,19,367,5.18,5.2,8,8,72.73,5,35.71,16.33,15.0,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_상반기_및_6월_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202506,사하구,8,367,2.18,2.2,15,-9,-52.94,-2,-20.0,16.0,15.83,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_상반기_및_6월_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202506,북구,19,367,5.18,5.2,8,12,171.43,12,171.43,11.0,13.0,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_상반기_및_6월_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202506,중구,17,367,4.63,4.6,11,5,41.67,4,30.77,15.0,12.67,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_상반기_및_6월_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202506,서구,9,367,2.45,2.5,14,3,50.0,8,800.0,8.33,6.5,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_상반기_및_6월_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202506,영도구,4,367,1.09,1.1,16,-1,-20.0,-7,-63.64,5.0,5.0,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_상반기_및_6월_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202507,강서구,47,453,10.38,10.4,3,6,14.63,-9,-16.07,44.33,40.5,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_7월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202507,해운대구,73,453,16.11,16.1,1,25,52.08,5,7.35,56.0,54.0,비중역산_합계검증,원문 직접 기재 개체수,2._2025년_7월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202507,부산진구,36,453,7.95,7.9,5,7,24.14,-1,-2.7,36.67,31.67,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_7월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202507,기장군,23,453,5.08,5.1,8,4,21.05,-4,-14.81,18.67,18.67,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_7월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202507,남구,22,453,4.86,4.9,10,1,4.76,2,10.0,27.33,25.0,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_7월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202507,동래구,21,453,4.64,4.6,11,-1,-4.55,-11,-34.38,24.0,22.5,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_7월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202507,수영구,37,453,8.17,8.2,4,-10,-21.28,13,54.17,38.67,41.17,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_7월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202507,연제구,23,453,5.08,5.1,8,-11,-32.35,2,9.52,25.67,20.83,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_7월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202507,사상구,24,453,5.3,5.3,7,9,60.0,15,166.67,19.0,18.17,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_7월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202507,금정구,28,453,6.18,6.2,6,13,86.67,5,21.74,21.0,19.67,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_7월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202507,동구,15,453,3.31,3.3,13,-4,-21.05,-6,-28.57,15.0,15.17,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_7월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202507,사하구,21,453,4.64,4.6,11,13,162.5,-2,-8.7,15.33,17.67,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_7월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202507,북구,51,453,11.26,11.3,2,32,168.42,38,292.31,25.67,19.0,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_7월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202507,중구,15,453,3.31,3.3,13,-2,-11.76,1,7.14,14.67,13.33,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_7월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202507,서구,9,453,1.99,2.0,15,0,0.0,5,125.0,8.0,7.5,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_7월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202507,영도구,8,453,1.77,1.8,16,4,100.0,3,60.0,5.67,5.33,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_7월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202508,강서구,44,363,12.12,12.1,2,-3,-6.38,12,37.5,44.0,40.33,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_8월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202508,해운대구,48,363,13.22,13.2,1,-25,-34.25,-4,-7.69,56.33,52.5,비중역산_합계검증,원문 직접 기재 개체수,2._2025년_8월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202508,부산진구,25,363,6.89,6.9,6,-11,-30.56,-8,-24.24,30.0,30.83,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_8월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202508,기장군,21,363,5.79,5.8,8,-2,-8.7,4,23.53,21.0,17.67,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_8월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202508,남구,17,363,4.68,4.7,10,-5,-22.73,-4,-19.05,20.0,24.67,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_8월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202508,동래구,30,363,8.26,8.3,4,9,42.86,12,66.67,24.33,24.33,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_8월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202508,수영구,28,363,7.71,7.7,5,-9,-24.32,14,100.0,37.33,39.0,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_8월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202508,연제구,23,363,6.34,6.3,7,0,0.0,8,53.33,26.67,21.83,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_8월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202508,사상구,20,363,5.51,5.5,9,-4,-16.67,5,33.33,19.67,18.33,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_8월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202508,금정구,17,363,4.68,4.7,10,-11,-39.29,-3,-15.0,20.0,19.0,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_8월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202508,동구,9,363,2.48,2.5,14,-6,-40.0,-8,-47.06,14.33,14.17,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_8월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202508,사하구,17,363,4.68,4.7,10,-4,-19.05,-2,-10.53,15.33,16.83,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_8월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202508,북구,37,363,10.19,10.2,3,-14,-27.45,26,236.36,35.67,22.17,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_8월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202508,중구,15,363,4.13,4.1,13,0,0.0,2,15.38,15.67,14.17,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_8월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202508,서구,7,363,1.93,1.9,15,-2,-22.22,1,16.67,8.33,7.33,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_8월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202508,영도구,5,363,1.38,1.4,16,-3,-37.5,-2,-28.57,5.67,5.67,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_8월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202509,강서구,62,392,15.82,15.8,1,18,40.91,30,93.75,51.0,45.67,비중역산_합계검증,원문 직접 기재 개체수,2._2025년_9월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202509,해운대구,55,392,14.03,14.0,2,7,14.58,7,14.58,58.67,54.83,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_9월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202509,부산진구,40,392,10.2,10.2,3,15,60.0,24,150.0,33.67,33.67,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_9월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202509,기장군,12,392,3.06,3.1,14,-9,-42.86,-5,-29.41,18.67,17.5,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_9월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202509,남구,23,392,5.87,5.9,6,6,35.29,-7,-23.33,20.67,24.5,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_9월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202509,동래구,22,392,5.61,5.6,7,-8,-26.67,-1,-4.35,24.33,25.17,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_9월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202509,수영구,28,392,7.14,7.1,4,0,0.0,11,64.71,31.0,31.83,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_9월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202509,연제구,19,392,4.85,4.8,10,-4,-17.39,3,18.75,21.67,22.33,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_9월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202509,사상구,22,392,5.61,5.6,7,2,10.0,1,4.76,22.0,18.83,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_9월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202509,금정구,21,392,5.36,5.4,9,4,23.53,13,162.5,22.0,19.83,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_9월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202509,동구,18,392,4.59,4.6,11,9,100.0,11,157.14,14.0,15.17,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_9월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202509,사하구,25,392,6.38,6.4,5,8,47.06,2,8.7,21.0,18.5,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_9월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202509,북구,18,392,4.59,4.6,11,-19,-51.35,7,63.64,35.33,23.17,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_9월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202509,중구,16,392,4.08,4.1,13,1,6.67,11,220.0,15.33,15.17,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_9월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202509,서구,3,392,0.77,0.8,16,-4,-57.14,-1,-25.0,6.33,7.33,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_9월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202509,영도구,8,392,2.04,2.0,15,3,60.0,-3,-27.27,7.0,6.0,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_9월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202510,강서구,61,315,19.37,19.4,1,-1,-1.61,21,52.5,55.67,50.0,비중역산_합계검증,원문 직접 기재 개체수,2._2025년_10월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202510,해운대구,34,315,10.79,10.8,3,-21,-38.18,-17,-33.33,45.67,50.83,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_10월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202510,부산진구,35,315,11.11,11.1,2,-5,-12.5,1,2.94,33.33,35.0,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_10월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202510,기장군,15,315,4.76,4.8,9,3,25.0,-17,-53.12,16.0,17.33,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_10월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202510,남구,22,315,6.98,7.0,4,-1,-4.35,-10,-31.25,20.67,24.0,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_10월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202510,동래구,12,315,3.81,3.8,13,-10,-45.45,-14,-53.85,21.33,22.67,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_10월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202510,수영구,16,315,5.08,5.1,7,-12,-42.86,-9,-36.0,24.0,31.33,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_10월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202510,연제구,16,315,5.08,5.1,7,-3,-15.79,-10,-38.46,19.33,22.5,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_10월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202510,사상구,20,315,6.35,6.3,5,-2,-9.09,3,17.65,20.67,19.83,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_10월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202510,금정구,13,315,4.13,4.1,11,-8,-38.1,-2,-13.33,17.0,19.0,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_10월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202510,동구,13,315,4.13,4.1,11,-5,-27.78,-5,-27.78,13.33,14.17,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_10월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202510,사하구,18,315,5.71,5.7,6,-7,-28.0,1,5.88,20.0,17.67,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_10월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202510,북구,15,315,4.76,4.8,9,-3,-16.67,5,50.0,23.33,24.5,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_10월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202510,중구,11,315,3.49,3.5,14,-5,-31.25,1,10.0,14.0,14.33,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_10월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202510,서구,8,315,2.54,2.5,15,5,166.67,-3,-27.27,6.0,7.0,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_10월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202510,영도구,6,315,1.9,1.9,16,-2,-25.0,-1,-14.29,6.33,6.0,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_10월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202511,강서구,31,346,8.96,9.0,2,-30,-49.18,-6,-16.22,51.33,47.67,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_11월중_부산지역_신설법인_현황_조사_보고서_F.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202511,해운대구,46,346,13.29,13.3,1,12,35.29,-9,-16.36,45.0,50.67,비중역산_합계검증,원문 직접 기재 개체수,2._2025년_11월중_부산지역_신설법인_현황_조사_보고서_F.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202511,부산진구,29,346,8.38,8.4,4,-6,-17.14,-5,-14.71,34.67,32.33,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_11월중_부산지역_신설법인_현황_조사_보고서_F.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202511,기장군,26,346,7.51,7.5,5,11,73.33,8,44.44,17.67,19.33,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_11월중_부산지역_신설법인_현황_조사_보고서_F.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202511,남구,20,346,5.78,5.8,10,-2,-9.09,-8,-28.57,21.67,20.83,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_11월중_부산지역_신설법인_현황_조사_보고서_F.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202511,동래구,20,346,5.78,5.8,10,8,66.67,1,5.26,18.0,21.17,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_11월중_부산지역_신설법인_현황_조사_보고서_F.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202511,수영구,31,346,8.96,9.0,2,15,93.75,17,121.43,25.0,31.17,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_11월중_부산지역_신설법인_현황_조사_보고서_F.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202511,연제구,21,346,6.07,6.1,9,5,31.25,-3,-12.5,18.67,22.67,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_11월중_부산지역_신설법인_현황_조사_보고서_F.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202511,사상구,18,346,5.2,5.2,12,-2,-10.0,-11,-37.93,20.0,19.83,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_11월중_부산지역_신설법인_현황_조사_보고서_F.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202511,금정구,22,346,6.36,6.4,8,9,69.23,8,57.14,18.67,19.33,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_11월중_부산지역_신설법인_현황_조사_보고서_F.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
